question,answer
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle 44.99 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,75.91
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle -38.45 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,811.70
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle 9.22 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,23.90
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle -35.48 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,803.03
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle 12.24 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,0.52
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle 13.14 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,-4.53
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle -9.70 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,362.18
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle -29.91 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,756.05
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle 40.11 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,56.82
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle -31.89 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,776.54
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle 20.61 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,3.27
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle -19.23 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,579.24
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle 13.35 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,-5.62
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle 22.74 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,4.39
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle -8.20 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,327.45
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle 12.40 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,-0.44
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle 34.56 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,41.13
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle -13.55 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,452.39
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle 28.09 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,8.73
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle -40.95 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,811.56
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle -14.17 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,466.94
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle 24.45 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,5.52
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle -40.51 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,811.60
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle 4.85 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,74.29
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle 1.37 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,129.00
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle 39.43 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,54.59
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle 12.21 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,0.74
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle 7.95 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,36.60
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle 43.54 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,69.66
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle 35.14 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,42.51
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle 16.90 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,-11.66
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle -30.61 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,763.83
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle -6.79 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,295.06
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle -9.56 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,359.06
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle -44.70 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,795.99
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle -34.00 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,793.83
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle -15.99 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,508.49
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle 15.04 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,-11.71
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle -40.44 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,811.61
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle -17.66 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,545.55
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle 41.11 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,60.30
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle -9.36 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,354.26
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle 10.97 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,9.19
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle -34.28 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,795.75
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle -26.10 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,705.57
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle 12.69 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,-2.10
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle 34.51 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,41.02
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle -5.68 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,270.25
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle 30.52 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,11.59
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle -36.33 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,807.31
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle 40.35 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,57.64
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle -25.62 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,697.97
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle 21.90 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,3.91
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle -30.67 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,764.42
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle -4.57 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,245.86
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle -1.21 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,176.61
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle -4.28 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,239.60
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle 11.47 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,5.54
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle -17.13 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,534.06
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle -24.84 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,685.30
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle -9.29 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,352.68
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle 43.56 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,69.74
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle 39.49 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,54.77
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle -15.22 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,490.96
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle -38.20 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,811.71
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle -7.33 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,307.31
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle -35.68 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,804.10
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle 3.98 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,86.87
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle -25.99 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,703.74
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle -14.34 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,470.84
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle 7.18 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,45.24
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle 23.24 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,4.69
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle 19.21 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,-11.47
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle 19.18 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,-11.47
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle 25.26 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,6.13
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle -24.49 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,679.55
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle -7.78 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,317.84
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle -24.15 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,673.74
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle 23.45 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,4.83
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle -33.70 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,791.68
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle -28.83 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,743.75
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle -29.10 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,747.11
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle 20.53 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,3.24
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle -39.16 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,811.68
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle -28.45 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,738.83
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle -15.94 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,507.39
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle -24.75 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,683.95
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle -11.28 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,345.33
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle -10.82 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,299.58
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle 1.85 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,120.90
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle -13.20 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,444.27
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle 38.21 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,50.79
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle -36.05 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,805.97
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle 25.00 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,5.93
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle 15.41 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,-11.71
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle 35.05 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,42.32
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle 22.69 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,4.36
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle 21.13 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,3.52
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle 43.78 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,70.65
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle 1.53 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,126.20
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle -42.68 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,811.35
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle -28.85 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,744.00
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle -5.52 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,266.64
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle 42.96 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,67.31
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle 40.06 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,56.64
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle -25.68 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,698.92
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle -25.80 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,700.82
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle -16.43 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,518.30
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle -39.19 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,811.68
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle -12.91 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,437.62
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle -43.78 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,796.47
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle -17.24 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,536.33
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle -28.31 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,737.02
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle 29.16 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,9.90
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle -36.53 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,808.19
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle -14.93 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,484.39
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle -36.03 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,805.88
Gravity is 10. A rigid object is fixed at its center at x=400.0 and y=300.0) with angle 20.04 degrees. and width 10.00. Ball dropped from x=400 and y=575.0 with radius 10 and elasticity 0.5. At what x position does the ball hit the ground?,-11.35
